School Name,ID,Reporting Year,# Of Apps Full-Time,# Of Apps Part-Time,# Of Apps Total,# Of Offers Full-Time,# Of Offers Part-Time,# Of Offers Total,# Of Matriculants Full-Time,# Of Matriculants Part-Time,# Of Matriculants Total,75th Percentile GPA Full-Time,75th Percentile GPA Part-Time,75th Percentile GPA Total,50th Percentile GPA Full-Time,50th Percentile GPA Part-Time,50th Percentile GPA Total,25th Percentile GPA Full-Time,25th Percentile GPA Part-Time,25th Percentile GPA Total,# not incl. in GPA percentile calc. Full-Time,# not incl. in GPA percentile calc. Part-Time,# not incl. in GPA percentile calc. Total,75th Percentile LSAT Full-Time,75th Percentile LSAT Part-Time,75th Percentile LSAT Total,50th Percentile LSAT Full-Time,50th Percentile LSAT Part-Time,50th Percentile LSAT Total,25th Percentile LSAT Full-Time,25th Percentile LSAT Part-Time,25th Percentile LSAT Total,# not incl. in LSAT percentile calc. Full-Time,# not incl. in LSAT percentile calc. Part-Time,# not incl. in LSAT percentile calc. Total
"ALABAMA, UNIVERSITY OF",1,2016,"1,624",0,"1,624",511,0,511,133,0,133,3.92,0,3.92,3.82,0,3.82,3.45,0,3.45,0,0,0,165,0,165,163,0,163,157,0,157,6,0,6
"ALABAMA, UNIVERSITY OF",1,2015,"1,584",0,"1,584",581,0,581,153,0,153,3.93,0,3.93,3.76,0,3.76,3.29,0,3.29,0,0,0,164,0,164,163,0,163,156,0,156,7,0,7
"ALABAMA, UNIVERSITY OF",1,2014,"1,896",0,"1,896",521,0,521,134,0,134,3.94,0,3.94,3.77,0,3.77,3.37,0,3.37,1,0,1,165,0,165,163,0,163,157,0,157,5,0,5
"ALABAMA, UNIVERSITY OF",1,2013,"1,849",0,"1,849",454,0,454,145,0,145,3.94,0,3.94,3.86,0,3.86,3.42,0,3.42,,,,166,0,166,164,0,164,157,0,157,,,
"ALABAMA, UNIVERSITY OF",1,2012,"1,679",0,"1,679",423,0,423,149,0,149,3.94,0,3.94,3.83,0,3.83,3.31,0,3.31,,,,167,0,167,165,0,165,158,0,158,,,
"ALABAMA, UNIVERSITY OF",1,2011,"1,872",0,"1,872",473,0,473,160,0,160,3.94,0,3.94,3.83,0,3.83,3.42,0,3.42,,,,167,0,167,165,0,165,158,0,158,,,
ARIZONA STATE UNIVERSITY,2,2016,"1,860",0,"1,860",780,0,780,228,0,228,3.8,0,3.8,3.64,0,3.64,3.34,0,3.34,2,0,2,163,0,163,161,0,161,158,0,158,5,0,5
ARIZONA STATE UNIVERSITY,2,2015,"1,423",0,"1,423",616,0,616,215,0,215,3.8,0,3.8,3.63,0,3.63,3.39,0,3.39,3,0,3,163,0,163,161,0,161,158,0,158,6,0,6
ARIZONA STATE UNIVERSITY,2,2014,"1,410",0,"1,410",622,0,622,143,0,143,3.78,0,3.78,3.61,0,3.61,3.37,0,3.37,1,0,1,163,0,163,162,0,162,157,0,157,0,0,0
ARIZONA STATE UNIVERSITY,2,2013,"1,595",0,"1,595",624,0,624,128,0,128,3.71,0,3.71,3.54,0,3.54,3.33,0,3.33,,,,164,0,164,162,0,162,158,0,158,,,
ARIZONA STATE UNIVERSITY,2,2012,"1,865",0,"1,865",625,0,625,151,0,151,3.82,0,3.82,3.65,0,3.65,3.3,0,3.3,,,,165,0,165,163,0,163,161,0,161,,,
ARIZONA STATE UNIVERSITY,2,2011,"2,334",0,"2,334",664,0,664,168,0,168,0,0,3.77,0,0,3.62,0,0,3.43,,,,0,0,165,0,0,162,0,0,160,,,
"ARIZONA, UNIVERSITY OF",3,2016,"1,392",0,"1,392",480,0,480,102,0,102,3.75,0,3.75,3.57,0,3.57,3.19,0,3.19,1,0,1,163,0,163,161,0,161,155,0,155,18,0,18
"ARIZONA, UNIVERSITY OF",3,2015,"1,337",0,"1,337",435,0,435,101,0,101,3.68,0,3.68,3.51,0,3.51,3.22,0,3.22,1,0,1,162,0,162,160,0,160,155,0,155,4,0,4
"ARIZONA, UNIVERSITY OF",3,2014,"1,234",0,"1,234",482,0,482,104,0,104,3.72,0,3.72,3.57,0,3.57,3.25,0,3.25,0,0,0,163,0,163,161,0,161,156,0,156,1,0,1
"ARIZONA, UNIVERSITY OF",3,2013,"1,243",0,"1,243",501,0,501,105,0,105,3.72,0,3.72,3.57,0,3.57,3.31,0,3.31,,,,163,0,163,160,0,160,155,0,155,,,
"ARIZONA, UNIVERSITY OF",3,2012,"1,372",0,"1,372",547,0,547,109,0,109,3.79,0,3.79,3.52,0,3.52,3.28,0,3.28,,,,162,0,162,161,0,161,159,0,159,,,
"ARIZONA, UNIVERSITY OF",3,2011,"1,530",0,"1,530",552,0,552,137,0,137,3.76,0,3.76,3.54,0,3.54,3.24,0,3.24,,,,163,0,163,161,0,161,158,0,158,,,
BOSTON COLLEGE,4,2016,"4,520",0,"4,520","1,679",0,"1,679",247,0,247,3.65,0,3.65,3.5,0,3.5,3.32,0,3.32,8,0,8,163,0,163,163,0,163,161,0,161,0,0,0
BOSTON COLLEGE,4,2015,"3,631",0,"3,631","1,645",0,"1,645",234,0,234,3.65,0,3.65,3.56,0,3.56,3.39,0,3.39,2,0,2,163,0,163,162,0,162,158,0,158,0,0,0
BOSTON COLLEGE,4,2014,"3,717",0,"3,717","1,633",0,"1,633",230,0,230,3.64,0,3.64,3.52,0,3.52,3.32,0,3.32,6,0,6,164,0,164,162,0,162,159,0,159,0,0,0
BOSTON COLLEGE,4,2013,"4,242",0,"4,242","1,481",0,"1,481",230,0,230,3.69,0,3.69,3.61,0,3.61,3.41,0,3.41,,,,165,0,165,164,0,164,160,0,160,,,
BOSTON COLLEGE,4,2012,"4,774",0,"4,774","1,400",0,"1,400",245,0,245,3.71,0,3.71,3.61,0,3.61,3.4,0,3.4,,,,166,0,166,164,0,164,161,0,161,,,
BOSTON COLLEGE,4,2011,"5,685",0,"5,685","1,366",0,"1,366",268,0,268,3.77,0,3.77,3.66,0,3.66,3.5,0,3.5,,,,166,0,166,165,0,165,162,0,162,,,
BOSTON UNIVERSITY,5,2016,"4,804",0,"4,804","1,409",0,"1,409",257,0,257,3.77,0,3.77,3.68,0,3.68,3.52,0,3.52,1,0,1,165,0,165,164,0,164,161,0,161,0,0,0
BOSTON UNIVERSITY,5,2015,"4,248",0,"4,248","1,609",0,"1,609",236,0,236,3.75,0,3.75,3.67,0,3.67,3.41,0,3.41,5,0,5,164,0,164,163,0,163,160,0,160,0,0,0
BOSTON UNIVERSITY,5,2014,"4,218",0,"4,218","1,655",0,"1,655",208,0,208,3.74,0,3.74,3.66,0,3.66,3.42,0,3.42,6,0,6,165,0,165,163,0,163,160,0,160,0,0,0
BOSTON UNIVERSITY,5,2013,"4,584",0,"4,584","1,582",0,"1,582",220,0,220,3.77,0,3.77,3.67,0,3.67,3.44,0,3.44,,,,166,0,166,165,0,165,161,0,161,,,
BOSTON UNIVERSITY,5,2012,"5,914",0,"5,914","1,802",0,"1,802",210,0,210,3.83,0,3.83,3.75,0,3.75,3.52,0,3.52,,,,167,0,167,166,0,166,162,0,162,,,
BOSTON UNIVERSITY,5,2011,"7,073",0,"7,073","1,396",0,"1,396",242,0,242,3.78,0,3.78,3.72,0,3.72,3.5,0,3.5,,,,167,0,167,167,0,167,163,0,163,,,
BRIGHAM YOUNG UNIVERSITY,6,2016,436,0,436,191,0,191,138,0,138,3.89,0,3.89,3.8,0,3.8,3.55,0,3.55,0,0,0,164,0,164,162,0,162,157,0,157,7,0,7
BRIGHAM YOUNG UNIVERSITY,6,2015,461,0,461,186,0,186,128,0,128,3.86,0,3.86,3.77,0,3.77,3.45,0,3.45,1,0,1,164,0,164,161,0,161,156,0,156,9,0,9
BRIGHAM YOUNG UNIVERSITY,6,2014,523,0,523,190,0,190,126,0,126,3.85,0,3.85,3.77,0,3.77,3.52,0,3.52,0,0,0,164,0,164,162,0,162,156,0,156,2,0,2
BRIGHAM YOUNG UNIVERSITY,6,2013,610,0,610,217,0,217,139,0,139,3.88,0,3.88,3.77,0,3.77,3.46,0,3.46,,,,164,0,164,161,0,161,158,0,158,,,
BRIGHAM YOUNG UNIVERSITY,6,2012,753,0,753,218,0,218,140,0,140,3.85,0,3.85,3.75,0,3.75,3.4,0,3.4,,,,165,0,165,162,0,162,158,0,158,,,
BRIGHAM YOUNG UNIVERSITY,6,2011,755,0,755,207,0,207,145,0,145,3.87,0,3.87,3.74,0,3.74,3.51,0,3.51,,,,167,0,167,163,0,163,160,0,160,,,
"CALIFORNIA-BERKELEY, UNIVERSITY OF",7,2016,"5,336",0,"5,336","1,328",0,"1,328",301,0,301,3.89,0,3.89,3.79,0,3.79,3.65,0,3.65,5,0,5,169,0,169,166,0,166,163,0,163,0,0,0
"CALIFORNIA-BERKELEY, UNIVERSITY OF",7,2015,"5,117",0,"5,117","1,084",0,"1,084",294,0,294,3.9,0,3.9,3.78,0,3.78,3.66,0,3.66,7,0,7,168,0,168,166,0,166,162,0,162,0,0,0
"CALIFORNIA-BERKELEY, UNIVERSITY OF",7,2014,"5,669",0,"5,669","1,145",0,"1,145",274,0,274,3.88,0,3.88,3.79,0,3.79,3.67,0,3.67,6,0,6,169,0,169,167,0,167,164,0,164,0,0,0
"CALIFORNIA-BERKELEY, UNIVERSITY OF",7,2013,"5,885",0,"5,885","1,050",0,"1,050",284,0,284,3.89,0,3.89,3.78,0,3.78,3.66,0,3.66,,,,169,0,169,167,0,167,163,0,163,,,
"CALIFORNIA-BERKELEY, UNIVERSITY OF",7,2012,"7,027",0,"7,027",813,0,813,263,0,263,3.91,0,3.91,3.81,0,3.81,3.68,0,3.68,,,,170,0,170,167,0,167,163,0,163,,,
"CALIFORNIA-BERKELEY, UNIVERSITY OF",7,2011,"7,253",0,"7,253",920,0,920,254,0,254,3.88,0,3.88,3.79,0,3.79,3.62,0,3.62,,,,169,0,169,167,0,167,164,0,164,,,
"CALIFORNIA-DAVIS, UNIVERSITY OF",8,2016,"2,852",0,"2,852",936,0,936,156,0,156,3.72,0,3.72,3.52,0,3.52,3.31,0,3.31,3,0,3,164,0,164,163,0,163,158,0,158,0,0,0
"CALIFORNIA-DAVIS, UNIVERSITY OF",8,2015,"2,996",0,"2,996",932,0,932,180,0,180,3.68,0,3.68,3.51,0,3.51,3.27,0,3.27,6,0,6,165,0,165,163,0,163,159,0,159,0,0,0
"CALIFORNIA-DAVIS, UNIVERSITY OF",8,2014,"3,007",0,"3,007","1,058",0,"1,058",164,0,164,3.75,0,3.75,3.6,0,3.6,3.33,0,3.33,6,0,6,164,0,164,162,0,162,160,0,160,0,0,0
"CALIFORNIA-DAVIS, UNIVERSITY OF",8,2013,"2,420",0,"2,420","1,267",0,"1,267",142,0,142,3.65,0,3.65,3.55,0,3.55,3.31,0,3.31,,,,164,0,164,162,0,162,159,0,159,,,
"CALIFORNIA-DAVIS, UNIVERSITY OF",8,2012,"3,499",0,"3,499","1,259",0,"1,259",189,0,189,3.71,0,3.71,3.6,0,3.6,3.38,0,3.38,,,,165,0,165,163,0,163,160,0,160,,,
"CALIFORNIA-DAVIS, UNIVERSITY OF",8,2011,"3,863",0,"3,863",983,0,983,192,0,192,3.79,0,3.79,3.63,0,3.63,3.47,0,3.47,,,,165,0,165,164,0,164,161,0,161,,,
"CALIFORNIA-IRVINE, UNIVERSITY OF",9,2016,"2,035",0,"2,035",553,0,553,140,0,140,3.68,0,3.68,3.54,0,3.54,3.32,0,3.32,5,0,5,165,0,165,163,0,163,160,0,160,0,0,0
"CALIFORNIA-IRVINE, UNIVERSITY OF",9,2015,"1,554",0,"1,554",412,0,412,123,0,123,3.7,0,3.7,3.56,0,3.56,3.38,0,3.38,6,0,6,165,0,165,162,0,162,161,0,161,0,0,0
"CALIFORNIA-IRVINE, UNIVERSITY OF",9,2014,"1,608",0,"1,608",354,0,354,89,0,89,3.7,0,3.7,3.53,0,3.53,3.27,0,3.27,4,0,4,166,0,166,164,0,164,162,0,162,0,0,0
"CALIFORNIA-IRVINE, UNIVERSITY OF",9,2013,"1,818",0,"1,818",378,0,378,126,0,126,3.71,0,3.71,3.52,0,3.52,3.33,0,3.33,,,,166,0,166,164,0,164,162,0,162,,,
"CALIFORNIA-IRVINE, UNIVERSITY OF",9,2012,"1,900",0,"1,900",399,0,399,119,0,119,3.68,0,3.68,3.51,0,3.51,3.29,0,3.29,,,,167,0,167,165,0,165,162,0,162,,,
"CALIFORNIA-IRVINE, UNIVERSITY OF",9,2011,920,0,920,219,0,219,89,0,89,3.69,0,3.69,3.49,0,3.49,3.25,0,3.25,,,,167,0,167,165,0,165,163,0,163,,,
"CALIFORNIA-LOS ANGELES, UNIVERSITY OF",10,2016,"5,353",0,"5,353","1,498",0,"1,498",290,0,290,3.84,0,3.84,3.74,0,3.74,3.49,0,3.49,4,0,4,168,0,168,167,0,167,163,0,163,0,0,0
"CALIFORNIA-LOS ANGELES, UNIVERSITY OF",10,2015,"5,254",0,"5,254","1,562",0,"1,562",293,0,293,3.86,0,3.86,3.74,0,3.74,3.51,0,3.51,6,0,6,169,0,169,166,0,166,162,0,162,0,0,0
"CALIFORNIA-LOS ANGELES, UNIVERSITY OF",10,2014,"5,383",0,"5,383","1,511",0,"1,511",314,0,314,3.9,0,3.9,3.79,0,3.79,3.56,0,3.56,2,0,2,169,0,169,167,0,167,163,0,163,0,0,0
"CALIFORNIA-LOS ANGELES, UNIVERSITY OF",10,2013,"5,562",0,"5,562","1,566",0,"1,566",293,0,293,3.88,0,3.88,3.79,0,3.79,3.51,0,3.51,,,,169,0,169,167,0,167,162,0,162,,,
"CALIFORNIA-LOS ANGELES, UNIVERSITY OF",10,2012,"6,117",0,"6,117","1,447",0,"1,447",304,0,304,3.89,0,3.89,3.78,0,3.78,3.58,0,3.58,,,,169,0,169,168,0,168,164,0,164,,,
"CALIFORNIA-LOS ANGELES, UNIVERSITY OF",10,2011,"7,328",0,"7,328","1,471",0,"1,471",319,0,319,0,0,3.88,0,0,3.78,0,0,3.55,,,,0,0,169,0,0,168,0,0,164,,,
"CHICAGO, UNIVERSITY OF",11,2016,"4,380",0,"4,380",906,0,906,185,0,185,3.95,0,3.95,3.9,0,3.9,3.73,0,3.73,2,0,2,172,0,172,170,0,170,166,0,166,0,0,0
"CHICAGO, UNIVERSITY OF",11,2015,"4,111",0,"4,111",900,0,900,183,0,183,3.97,0,3.97,3.9,0,3.9,3.69,0,3.69,2,0,2,172,0,172,170,0,170,166,0,166,1,0,1
"CHICAGO, UNIVERSITY OF",11,2014,"4,430",0,"4,430",817,0,817,190,0,190,3.96,0,3.96,3.9,0,3.9,3.79,0,3.79,3,0,3,172,0,172,170,0,170,166,0,166,0,0,0
"CHICAGO, UNIVERSITY OF",11,2013,"4,271",0,"4,271",836,0,836,196,0,196,3.95,0,3.95,3.9,0,3.9,3.67,0,3.67,,,,172,0,172,170,0,170,166,0,166,,,
"CHICAGO, UNIVERSITY OF",11,2012,"4,458",0,"4,458",897,0,897,184,0,184,3.96,0,3.96,3.9,0,3.9,3.65,0,3.65,,,,173,0,173,171,0,171,167,0,167,,,
"CHICAGO, UNIVERSITY OF",11,2011,"4,783",0,"4,783",837,0,837,191,0,191,3.94,0,3.94,3.87,0,3.87,3.71,0,3.71,,,,173,0,173,171,0,171,167,0,167,,,
"COLORADO, UNIVERSITY OF",12,2016,"3,280",0,"3,280","1,124",0,"1,124",170,0,170,3.79,0,3.79,3.69,0,3.69,3.37,0,3.37,0,0,0,164,0,164,162,0,162,156,0,156,0,0,0
"COLORADO, UNIVERSITY OF",12,2015,"2,384",0,"2,384","1,103",0,"1,103",204,0,204,3.77,0,3.77,3.6,0,3.6,3.28,0,3.28,1,0,1,163,0,163,161,0,161,157,0,157,0,0,0
"COLORADO, UNIVERSITY OF",12,2014,"2,174",0,"2,174","1,021",0,"1,021",166,0,166,3.76,0,3.76,3.62,0,3.62,3.34,0,3.34,1,0,1,163,0,163,161,0,161,156,0,156,0,0,0
"COLORADO, UNIVERSITY OF",12,2013,"2,313",0,"2,313",882,0,882,184,0,184,3.73,0,3.73,3.58,0,3.58,3.29,0,3.29,,,,164,0,164,162,0,162,158,0,158,,,
"COLORADO, UNIVERSITY OF",12,2012,"2,802",0,"2,802",953,0,953,152,0,152,3.79,0,3.79,3.65,0,3.65,3.35,0,3.35,,,,166,0,166,164,0,164,159,0,159,,,
"COLORADO, UNIVERSITY OF",12,2011,"3,175",0,"3,175",956,0,956,163,0,163,3.8,0,3.8,3.64,0,3.64,3.33,0,3.33,,,,165,0,165,164,0,164,158,0,158,,,
COLUMBIA UNIVERSITY,13,2016,"5,877",0,"5,877","1,224",0,"1,224",391,0,391,3.81,0,3.81,3.7,0,3.7,3.56,0,3.56,11,0,11,174,0,174,172,0,172,168,0,168,0,0,0
COLUMBIA UNIVERSITY,13,2015,"5,716",0,"5,716","1,251",0,"1,251",388,0,388,3.81,0,3.81,3.7,0,3.7,3.59,0,3.59,10,0,10,173,0,173,171,0,171,168,0,168,0,0,0
COLUMBIA UNIVERSITY,13,2014,"6,188",0,"6,188","1,205",0,"1,205",381,0,381,3.81,0,3.81,3.71,0,3.71,3.58,0,3.58,5,0,5,174,0,174,172,0,172,170,0,170,0,0,0
COLUMBIA UNIVERSITY,13,2013,"5,797",0,"5,797","1,236",0,"1,236",352,0,352,3.81,0,3.81,3.7,0,3.7,3.54,0,3.54,,,,173,0,173,171,0,171,169,0,169,,,
COLUMBIA UNIVERSITY,13,2012,"6,592",0,"6,592","1,214",0,"1,214",366,0,366,3.82,0,3.82,3.71,0,3.71,3.58,0,3.58,,,,174,0,174,172,0,172,170,0,170,,,
COLUMBIA UNIVERSITY,13,2011,"7,459",0,"7,459","1,175",0,"1,175",406,0,406,3.82,0,3.82,3.72,0,3.72,3.6,0,3.6,,,,175,0,175,172,0,172,170,0,170,,,
CORNELL UNIVERSITY,14,2016,"4,101",0,"4,101",987,0,987,194,0,194,3.81,0,3.81,3.73,0,3.73,3.6,0,3.6,22,0,22,168,0,168,167,0,167,163,0,163,1,0,1
CORNELL UNIVERSITY,14,2015,"3,899",0,"3,899","1,192",0,"1,192",203,0,203,3.82,0,3.82,3.74,0,3.74,3.62,0,3.62,15,0,15,168,0,168,167,0,167,164,0,164,0,0,0
CORNELL UNIVERSITY,14,2014,"4,006",0,"4,006","1,214",0,"1,214",203,0,203,3.76,0,3.76,3.68,0,3.68,3.55,0,3.55,12,0,12,169,0,169,167,0,167,166,0,166,0,0,0
CORNELL UNIVERSITY,14,2013,"4,096",0,"4,096","1,226",0,"1,226",193,0,193,3.73,0,3.73,3.66,0,3.66,3.52,0,3.52,,,,167,0,167,167,0,167,165,0,165,,,
CORNELL UNIVERSITY,14,2012,"4,054",0,"4,054","1,181",0,"1,181",191,0,191,3.77,0,3.77,3.68,0,3.68,3.54,0,3.54,,,,169,0,169,167,0,167,166,0,166,,,
CORNELL UNIVERSITY,14,2011,"5,556",0,"5,556","1,152",0,"1,152",204,0,204,3.77,0,3.77,3.63,0,3.63,3.5,0,3.5,,,,169,0,169,168,0,168,166,0,166,,,
DUKE UNIVERSITY,15,2016,"5,095",0,"5,095","1,027",0,"1,027",221,0,221,3.84,0,3.84,3.76,0,3.76,3.59,0,3.59,4,0,4,170,0,170,169,0,169,167,0,167,0,0,0
DUKE UNIVERSITY,15,2015,"4,819",0,"4,819","1,122",0,"1,122",225,0,225,3.84,0,3.84,3.76,0,3.76,3.56,0,3.56,4,0,4,170,0,170,169,0,169,166,0,166,0,0,0
DUKE UNIVERSITY,15,2014,"5,358",0,"5,358","1,122",0,"1,122",221,0,221,3.85,0,3.85,3.77,0,3.77,3.66,0,3.66,5,0,5,170,0,170,169,0,169,166,0,166,0,0,0
DUKE UNIVERSITY,15,2013,"5,014",0,"5,014",954,0,954,209,0,209,3.84,0,3.84,3.77,0,3.77,3.59,0,3.59,,,,170,0,170,169,0,169,165,0,165,,,
DUKE UNIVERSITY,15,2012,"4,963",0,"4,963",949,0,949,209,0,209,3.85,0,3.85,3.76,0,3.76,3.58,0,3.58,,,,170,0,170,169,0,169,166,0,166,,,
DUKE UNIVERSITY,15,2011,"6,099",0,"6,099",934,0,934,211,0,211,3.84,0,3.84,3.75,0,3.75,3.62,0,3.62,,,,171,0,171,170,0,170,167,0,167,,,
EMORY UNIVERSITY,16,2016,"4,016",0,"4,016","1,482",0,"1,482",261,0,261,3.87,0,3.87,3.78,0,3.78,3.4,0,3.4,19,0,19,166,0,166,165,0,165,157,0,157,0,0,0
EMORY UNIVERSITY,16,2015,"3,921",0,"3,921","1,255",0,"1,255",234,0,234,3.88,0,3.88,3.77,0,3.77,3.45,0,3.45,9,0,9,166,0,166,165,0,165,156,0,156,0,0,0
EMORY UNIVERSITY,16,2014,"3,637",0,"3,637","1,338",0,"1,338",223,0,223,3.85,0,3.85,3.75,0,3.75,3.3,0,3.3,3,0,3,166,0,166,165,0,165,158,0,158,0,0,0
EMORY UNIVERSITY,16,2013,"3,876",0,"3,876","1,241",0,"1,241",231,0,231,3.84,0,3.84,3.75,0,3.75,3.38,0,3.38,,,,166,0,166,165,0,165,157,0,157,,,
EMORY UNIVERSITY,16,2012,"3,943",0,"3,943","1,229",0,"1,229",253,0,253,3.82,0,3.82,3.7,0,3.7,3.35,0,3.35,,,,166,0,166,165,0,165,161,0,161,,,
EMORY UNIVERSITY,16,2011,"3,951",0,"3,951","1,287",0,"1,287",246,0,246,3.79,0,3.79,3.7,0,3.7,3.4,0,3.4,,,,166,0,166,165,0,165,159,0,159,,,
FLORIDA STATE UNIVERSITY,17,2016,"1,855",0,"1,855",637,0,637,153,0,153,3.72,0,3.72,3.52,0,3.52,3.32,0,3.32,2,0,2,160,0,160,159,0,159,157,0,157,0,0,0
