School Name,ID,Reporting Year,# Of Apps Full-Time,# Of Apps Part-Time,# Of Apps Total,# Of Offers Full-Time,# Of Offers Part-Time,# Of Offers Total,# Of Matriculants Full-Time,# Of Matriculants Part-Time,# Of Matriculants Total,75th Percentile GPA Full-Time,75th Percentile GPA Part-Time,75th Percentile GPA Total,50th Percentile GPA Full-Time,50th Percentile GPA Part-Time,50th Percentile GPA Total,25th Percentile GPA Full-Time,25th Percentile GPA Part-Time,25th Percentile GPA Total,# not incl. in GPA percentile calc. Full-Time,# not incl. in GPA percentile calc. Part-Time,# not incl. in GPA percentile calc. Total,75th Percentile LSAT Full-Time,75th Percentile LSAT Part-Time,75th Percentile LSAT Total,50th Percentile LSAT Full-Time,50th Percentile LSAT Part-Time,50th Percentile LSAT Total,25th Percentile LSAT Full-Time,25th Percentile LSAT Part-Time,25th Percentile LSAT Total,# not incl. in LSAT percentile calc. Full-Time,# not incl. in LSAT percentile calc. Part-Time,# not incl. in LSAT percentile calc. Total
NORTHWESTERN UNIVERSITY,33,2012,"4,390",0,"4,390","1,040",0,"1,040",259,0,259,3.84,0,3.84,3.75,0,3.75,3.38,0,3.38,,,,171,0,171,170,0,170,164,0,164,,,
NORTHWESTERN UNIVERSITY,33,2011,"4,548",0,"4,548",864,0,864,264,0,264,3.85,0,3.85,3.75,0,3.75,3.35,0,3.35,,,,171,0,171,170,0,170,165,0,165,,,
"NOTRE DAME, UNIVERSITY OF",34,2016,"2,612",0,"2,612",791,0,791,187,0,187,3.82,0,3.82,3.71,0,3.71,3.41,0,3.41,0,0,0,165,0,165,164,0,164,158,0,158,0,0,0
"NOTRE DAME, UNIVERSITY OF",34,2015,"2,466",0,"2,466",864,0,864,200,0,200,3.79,0,3.79,3.66,0,3.66,3.47,0,3.47,0,0,0,165,0,165,164,0,164,161,0,161,0,0,0
"NOTRE DAME, UNIVERSITY OF",34,2014,"2,416",0,"2,416",896,0,896,200,0,200,3.78,0,3.78,3.64,0,3.64,3.44,0,3.44,1,0,1,165,0,165,163,0,163,160,0,160,0,0,0
"NOTRE DAME, UNIVERSITY OF",34,2013,"2,614",0,"2,614",734,0,734,162,0,162,3.75,0,3.75,3.6,0,3.6,3.39,0,3.39,,,,165,0,165,163,0,163,160,0,160,,,
"NOTRE DAME, UNIVERSITY OF",34,2012,"2,852",0,"2,852",676,0,676,177,0,177,3.8,0,3.8,3.66,0,3.66,3.43,0,3.43,,,,167,0,167,166,0,166,161,0,161,,,
"NOTRE DAME, UNIVERSITY OF",34,2011,"3,059",0,"3,059",640,0,640,183,0,183,3.74,0,3.74,3.64,0,3.64,3.45,0,3.45,,,,167,0,167,166,0,166,162,0,162,,,
OHIO STATE UNIVERSITY,35,2016,"1,574",0,"1,574",771,0,771,166,0,166,3.79,0,3.79,3.61,0,3.61,3.43,0,3.43,4,0,4,161,0,161,159,0,159,156,0,156,1,0,1
OHIO STATE UNIVERSITY,35,2015,"1,621",0,"1,621",805,0,805,177,0,177,3.81,0,3.81,3.61,0,3.61,3.44,0,3.44,1,0,1,161,0,161,159,0,159,156,0,156,0,0,0
OHIO STATE UNIVERSITY,35,2014,"1,392",0,"1,392",691,0,691,167,0,167,3.78,0,3.78,3.6,0,3.6,3.44,0,3.44,2,0,2,162,0,162,159,0,159,156,0,156,0,0,0
OHIO STATE UNIVERSITY,35,2013,"1,512",0,"1,512",687,0,687,178,0,178,3.81,0,3.81,3.65,0,3.65,3.49,0,3.49,,,,162,0,162,160,0,160,157,0,157,,,
OHIO STATE UNIVERSITY,35,2012,"1,853",0,"1,853",873,0,873,173,0,173,3.79,0,3.79,3.64,0,3.64,3.43,0,3.43,,,,164,0,164,162,0,162,158,0,158,,,
OHIO STATE UNIVERSITY,35,2011,"2,300",0,"2,300",898,0,898,211,0,211,3.81,0,3.81,3.63,0,3.63,3.45,0,3.45,,,,165,0,165,163,0,163,159,0,159,,,
"PENNSYLVANIA, UNIVERSITY OF",36,2016,"5,593",0,"5,593",951,0,951,242,0,242,3.95,0,3.95,3.9,0,3.9,3.57,0,3.57,0,0,0,170,0,170,169,0,169,163,0,163,0,0,0
"PENNSYLVANIA, UNIVERSITY OF",36,2015,"5,069",0,"5,069",953,0,953,238,0,238,3.95,0,3.95,3.89,0,3.89,3.52,0,3.52,0,0,0,170,0,170,169,0,169,163,0,163,0,0,0
"PENNSYLVANIA, UNIVERSITY OF",36,2014,"5,828",0,"5,828",954,0,954,250,0,250,3.95,0,3.95,3.89,0,3.89,3.52,0,3.52,0,0,0,170,0,170,169,0,169,164,0,164,0,0,0
"PENNSYLVANIA, UNIVERSITY OF",36,2013,"5,283",0,"5,283",912,0,912,251,0,251,3.94,0,3.94,3.89,0,3.89,3.55,0,3.55,,,,171,0,171,169,0,169,165,0,165,,,
"PENNSYLVANIA, UNIVERSITY OF",36,2012,"5,848",0,"5,848",907,0,907,243,0,243,3.94,0,3.94,3.87,0,3.87,3.55,0,3.55,,,,171,0,171,170,0,170,164,0,164,,,
"PENNSYLVANIA, UNIVERSITY OF",36,2011,"4,952",0,"4,952",863,0,863,266,0,266,3.93,0,3.93,3.86,0,3.86,3.58,0,3.58,,,,171,0,171,170,0,170,166,0,166,,,
"SOUTHERN CALIFORNIA, UNIVERSITY OF",37,2016,"4,526",0,"4,526","1,357",0,"1,357",229,0,229,3.85,0,3.85,3.76,0,3.76,3.56,0,3.56,6,0,6,166,0,166,165,0,165,162,0,162,3,0,3
"SOUTHERN CALIFORNIA, UNIVERSITY OF",37,2015,"4,244",0,"4,244","1,270",0,"1,270",190,0,190,3.86,0,3.86,3.76,0,3.76,3.49,0,3.49,2,0,2,167,0,167,166,0,166,161,0,161,3,0,3
"SOUTHERN CALIFORNIA, UNIVERSITY OF",37,2014,"4,578",0,"4,578","1,300",0,"1,300",202,0,202,3.86,0,3.86,3.76,0,3.76,3.55,0,3.55,6,0,6,167,0,167,166,0,166,163,0,163,1,0,1
"SOUTHERN CALIFORNIA, UNIVERSITY OF",37,2013,"4,338",0,"4,338","1,269",0,"1,269",175,0,175,3.79,0,3.79,3.7,0,3.7,3.5,0,3.5,,,,167,0,167,166,0,166,163,0,163,,,
"SOUTHERN CALIFORNIA, UNIVERSITY OF",37,2012,"5,019",0,"5,019","1,457",0,"1,457",188,0,188,3.8,0,3.8,3.73,0,3.73,3.51,0,3.51,,,,168,0,168,167,0,167,165,0,165,,,
"SOUTHERN CALIFORNIA, UNIVERSITY OF",37,2011,"5,987",0,"5,987","1,528",0,"1,528",199,0,199,3.77,0,3.77,3.69,0,3.69,3.54,0,3.54,,,,167,0,167,167,0,167,165,0,165,,,
SOUTHERN METHODIST UNIVERSITY,38,2016,"1,521",310,"1,831",712,2,714,219,1,220,3.78,0,3.78,3.67,0,3.67,3.39,0,3.39,-1,0,0,163,0,163,161,0,161,155,0,155,-1,0,0
SOUTHERN METHODIST UNIVERSITY,38,2015,"1,388",318,"1,706",667,39,706,186,26,212,3.75,3.81,3.75,3.64,3.47,3.63,3.25,3.27,3.27,2,4,6,163,162,163,161,155,161,156,152,156,0,0,0
SOUTHERN METHODIST UNIVERSITY,38,2014,"1,401",440,"1,841",614,82,696,184,42,226,3.76,3.61,3.74,3.64,3.44,3.58,3.3,3.18,3.25,0,4,4,164,161,163,161,159,161,157,153,156,0,0,0
SOUTHERN METHODIST UNIVERSITY,38,2013,"1,549",522,"2,071",586,106,692,161,51,212,3.84,3.64,3.82,3.72,3.51,3.63,3.34,2.94,3.32,,,,164,162,163,162,160,162,157,153,157,,,
SOUTHERN METHODIST UNIVERSITY,38,2012,"1,794",564,"2,358",553,143,696,154,64,218,3.84,3.72,3.81,3.73,3.49,3.65,3.34,3.21,3.3,,,,165,161,164,164,160,161,157,157,157,,,
SOUTHERN METHODIST UNIVERSITY,38,2011,"2,146",663,"2,809",463,115,578,157,75,232,3.84,3.74,3.81,3.72,3.57,3.67,3.34,3.16,3.31,,,,166,162,165,165,160,163,158,152,157,,,
STANFORD UNIVERSITY,39,2016,"3,821",0,"3,821",409,0,409,180,0,180,3.95,0,3.95,3.87,0,3.87,3.75,0,3.75,2,0,2,173,0,173,171,0,171,168,0,168,1,0,1
STANFORD UNIVERSITY,39,2015,"3,847",0,"3,847",433,0,433,180,0,180,3.97,0,3.97,3.89,0,3.89,3.78,0,3.78,1,0,1,173,0,173,171,0,171,169,0,169,0,0,0
STANFORD UNIVERSITY,39,2014,"4,482",0,"4,482",408,0,408,179,0,179,3.97,0,3.97,3.9,0,3.9,3.8,0,3.8,2,0,2,174,0,174,172,0,172,169,0,169,0,0,0
STANFORD UNIVERSITY,39,2013,"3,795",0,"3,795",392,0,392,179,0,179,3.95,0,3.95,3.87,0,3.87,3.76,0,3.76,,,,173,0,173,171,0,171,169,0,169,,,
STANFORD UNIVERSITY,39,2012,"3,966",0,"3,966",384,0,384,180,0,180,3.96,0,3.96,3.86,0,3.86,3.76,0,3.76,,,,173,0,173,170,0,170,168,0,168,,,
STANFORD UNIVERSITY,39,2011,"3,783",0,"3,783",372,0,372,180,0,180,3.93,0,3.93,3.85,0,3.85,3.72,0,3.72,,,,172,0,172,170,0,170,167,0,167,,,
"TEXAS AT AUSTIN, UNIVERSITY OF",40,2016,"4,424",0,"4,424","1,201",0,"1,201",295,0,295,3.84,0,3.84,3.7,0,3.7,3.41,0,3.41,1,0,1,168,0,168,167,0,167,162,0,162,0,0,0
"TEXAS AT AUSTIN, UNIVERSITY OF",40,2015,"4,303",0,"4,303",944,0,944,265,0,265,3.86,0,3.86,3.73,0,3.73,3.48,0,3.48,7,0,7,169,0,169,167,0,167,162,0,162,0,0,0
"TEXAS AT AUSTIN, UNIVERSITY OF",40,2014,"4,387",0,"4,387","1,073",0,"1,073",301,0,301,3.82,0,3.82,3.68,0,3.68,3.43,0,3.43,7,0,7,168,0,168,167,0,167,163,0,163,0,0,0
"TEXAS AT AUSTIN, UNIVERSITY OF",40,2013,"4,188",0,"4,188","1,267",0,"1,267",319,0,319,3.82,0,3.82,3.68,0,3.68,3.43,0,3.43,,,,168,0,168,166,0,166,163,0,163,,,
"TEXAS AT AUSTIN, UNIVERSITY OF",40,2012,"4,316",0,"4,316","1,172",0,"1,172",308,0,308,3.82,0,3.82,3.67,0,3.67,3.52,0,3.52,,,,169,0,169,167,0,167,163,0,163,,,
"TEXAS AT AUSTIN, UNIVERSITY OF",40,2011,"4,759",0,"4,759","1,303",0,"1,303",370,0,370,3.8,0,3.8,3.69,0,3.69,3.56,0,3.56,,,,170,0,170,167,0,167,165,0,165,,,
"UTAH, UNIVERSITY OF",41,2016,612,0,612,302,0,302,93,0,93,3.7,0,3.7,3.5,0,3.5,3.33,0,3.33,0,0,0,161,0,161,158,0,158,156,0,156,0,0,0
"UTAH, UNIVERSITY OF",41,2015,630,0,630,297,0,297,92,0,92,3.76,0,3.76,3.57,0,3.57,3.36,0,3.36,1,0,1,160,0,160,158,0,158,154,0,154,0,0,0
"UTAH, UNIVERSITY OF",41,2014,679,0,679,300,0,300,100,0,100,3.69,0,3.69,3.58,0,3.58,3.36,0,3.36,1,0,1,161,0,161,158,0,158,155,0,155,0,0,0
"UTAH, UNIVERSITY OF",41,2013,716,0,716,323,0,323,107,0,107,3.69,0,3.69,3.51,0,3.51,3.31,0,3.31,,,,161,0,161,159,0,159,155,0,155,,,
"UTAH, UNIVERSITY OF",41,2012,878,0,878,310,0,310,97,0,97,3.8,0,3.8,3.61,0,3.61,3.32,0,3.32,,,,162,0,162,160,0,160,156,0,156,,,
"UTAH, UNIVERSITY OF",41,2011,"1,230",0,"1,230",378,0,378,114,0,114,3.72,0,3.72,3.54,0,3.54,3.41,0,3.41,,,,163,0,163,161,0,161,157,0,157,,,
VANDERBILT UNIVERSITY,42,2016,"4,380",0,"4,380","1,413",0,"1,413",204,0,204,3.85,0,3.85,3.7,0,3.7,3.5,0,3.5,0,0,0,168,0,168,167,0,167,162,0,162,0,0,0
VANDERBILT UNIVERSITY,42,2015,"3,852",0,"3,852","1,467",0,"1,467",162,0,162,3.83,0,3.83,3.74,0,3.74,3.5,0,3.5,0,0,0,168,0,168,166,0,166,161,0,161,0,0,0
VANDERBILT UNIVERSITY,42,2014,"3,673",0,"3,673","1,274",0,"1,274",171,0,171,3.84,0,3.84,3.7,0,3.7,3.45,0,3.45,2,0,2,168,0,168,167,0,167,162,0,162,0,0,0
VANDERBILT UNIVERSITY,42,2013,"3,296",0,"3,296","1,122",0,"1,122",174,0,174,3.85,0,3.85,3.74,0,3.74,3.45,0,3.45,,,,169,0,169,167,0,167,163,0,163,,,
VANDERBILT UNIVERSITY,42,2012,"3,757",0,"3,757","1,133",0,"1,133",173,0,173,3.85,0,3.85,3.71,0,3.71,3.43,0,3.43,,,,170,0,170,169,0,169,163,0,163,,,
VANDERBILT UNIVERSITY,42,2011,"3,987",0,"3,987","1,054",0,"1,054",193,0,193,3.84,0,3.84,3.73,0,3.73,3.48,0,3.48,,,,170,0,170,169,0,169,165,0,165,,,
"VIRGINIA, UNIVERSITY OF",43,2016,"4,794",0,"4,794",952,0,952,296,0,296,3.94,0,3.94,3.86,0,3.86,3.48,0,3.48,0,0,0,170,0,170,169,0,169,164,0,164,0,0,0
"VIRGINIA, UNIVERSITY OF",43,2015,"4,552",0,"4,552",918,0,918,304,0,304,3.94,0,3.94,3.86,0,3.86,3.59,0,3.59,1,0,1,170,0,170,168,0,168,163,0,163,1,0,1
"VIRGINIA, UNIVERSITY OF",43,2014,"5,233",0,"5,233",949,0,949,307,0,307,3.93,0,3.93,3.85,0,3.85,3.57,0,3.57,2,0,2,170,0,170,169,0,169,166,0,166,1,0,1
"VIRGINIA, UNIVERSITY OF",43,2013,"6,048",0,"6,048","1,071",0,"1,071",330,0,330,3.94,0,3.94,3.87,0,3.87,3.52,0,3.52,,,,170,0,170,169,0,169,164,0,164,,,
"VIRGINIA, UNIVERSITY OF",43,2012,"6,062",0,"6,062",920,0,920,356,0,356,3.93,0,3.93,3.87,0,3.87,3.53,0,3.53,,,,171,0,171,170,0,170,164,0,164,,,
"VIRGINIA, UNIVERSITY OF",43,2011,"7,379",0,"7,379",688,0,688,357,0,357,3.94,0,3.94,3.86,0,3.86,3.49,0,3.49,,,,171,0,171,170,0,170,165,0,165,,,
WAKE FOREST UNIVERSITY,44,2016,"1,906",0,"1,906",866,0,866,161,0,161,3.7,0,3.7,3.58,0,3.58,3.35,0,3.35,0,0,0,162,0,162,161,0,161,156,0,156,0,0,0
WAKE FOREST UNIVERSITY,44,2015,"1,989",0,"1,989","1,106",0,"1,106",140,0,140,3.72,0,3.72,3.6,0,3.6,3.35,0,3.35,2,0,2,162,0,162,161,0,161,157,0,157,1,0,1
WAKE FOREST UNIVERSITY,44,2014,"2,028",0,"2,028","1,071",0,"1,071",179,0,179,3.77,0,3.77,3.58,0,3.58,3.37,0,3.37,1,0,1,163,0,163,161,0,161,157,0,157,0,0,0
WAKE FOREST UNIVERSITY,44,2013,"2,599",0,"2,599","1,179",0,"1,179",179,0,179,3.73,0,3.73,3.57,0,3.57,3.25,0,3.25,,,,164,0,164,162,0,162,157,0,157,,,
WAKE FOREST UNIVERSITY,44,2012,"3,410",0,"3,410","1,423",0,"1,423",125,0,125,3.75,0,3.75,3.63,0,3.63,3.4,0,3.4,,,,165,0,165,163,0,163,159,0,159,,,
WAKE FOREST UNIVERSITY,44,2011,"2,632",0,"2,632",948,0,948,185,0,185,3.76,0,3.76,3.57,0,3.57,3.2,0,3.2,,,,164,0,164,163,0,163,160,0,160,,,
WASHINGTON AND LEE UNIVERSITY,45,2016,"1,908",0,"1,908",895,0,895,117,0,117,3.67,0,3.67,3.47,0,3.47,3.16,0,3.16,2,0,2,161,0,161,160,0,160,155,0,155,0,0,0
WASHINGTON AND LEE UNIVERSITY,45,2015,"1,867",0,"1,867",907,0,907,119,0,119,3.58,0,3.58,3.41,0,3.41,3.08,0,3.08,3,0,3,162,0,162,160,0,160,158,0,158,0,0,0
WASHINGTON AND LEE UNIVERSITY,45,2014,"2,335",0,"2,335","1,011",0,"1,011",101,0,101,3.57,0,3.57,3.41,0,3.41,3.08,0,3.08,-15,0,-15,162,0,162,160,0,160,158,0,158,-18,0,-18
WASHINGTON AND LEE UNIVERSITY,45,2013,"2,409",0,"2,409",918,0,918,111,0,111,3.66,0,3.66,3.51,0,3.51,3.36,0,3.36,,,,165,0,165,164,0,164,160,0,160,,,
WASHINGTON AND LEE UNIVERSITY,45,2012,"3,408",0,"3,408","1,031",0,"1,031",187,0,187,3.73,0,3.73,3.62,0,3.62,3.4,0,3.4,,,,165,0,165,164,0,164,159,0,159,,,
WASHINGTON AND LEE UNIVERSITY,45,2011,"3,972",0,"3,972",964,0,964,121,0,121,0,0,3.8,0,0,3.65,0,0,3.5,,,,0,0,165,0,0,164,0,0,159,,,
WASHINGTON UNIVERSITY,46,2016,"4,113",0,"4,113","1,311",0,"1,311",228,0,228,3.81,0,3.81,3.67,0,3.67,3.15,0,3.15,11,0,11,169,0,169,168,0,168,160,0,160,5,0,5
WASHINGTON UNIVERSITY,46,2015,"4,613",0,"4,613","1,275",0,"1,275",209,1,210,3.8,0,3.8,3.67,0,3.67,3.18,0,3.18,8,1,9,168,0,168,167,0,167,161,0,161,2,0,3
WASHINGTON UNIVERSITY,46,2014,"4,649",0,"4,649","1,398",0,"1,398",270,0,270,3.76,0,3.76,3.62,0,3.62,3.2,0,3.2,12,0,12,167,0,167,166,0,166,162,0,162,3,0,3
WASHINGTON UNIVERSITY,46,2013,"4,251",0,"4,251","1,032",0,"1,032",189,0,189,3.77,0,3.77,3.69,0,3.69,3.27,0,3.27,,,,167,0,167,166,0,166,160,0,160,,,
WASHINGTON UNIVERSITY,46,2012,"3,989",0,"3,989","1,138",0,"1,138",201,0,201,3.78,0,3.78,3.68,0,3.68,3.34,0,3.34,,,,168,0,168,166,0,166,160,0,160,,,
WASHINGTON UNIVERSITY,46,2011,"3,847",0,"3,847",979,0,979,243,0,243,3.8,0,3.8,3.66,0,3.66,3.22,0,3.22,,,,169,0,169,168,0,168,162,0,162,,,
"WASHINGTON, UNIVERSITY OF",47,2016,"2,517",0,"2,517",677,0,677,156,0,156,3.8,0,3.8,3.68,0,3.68,3.43,0,3.43,7,0,7,165,0,165,163,0,163,157,0,157,3,0,3
"WASHINGTON, UNIVERSITY OF",47,2015,"2,877",0,"2,877",775,0,775,170,0,170,3.78,0,3.78,3.65,0,3.65,3.41,0,3.41,7,0,7,166,0,166,164,0,164,159,0,159,0,0,0
"WASHINGTON, UNIVERSITY OF",47,2014,"2,946",0,"2,946",776,0,776,163,0,163,3.84,0,3.84,3.67,0,3.67,3.51,0,3.51,5,0,5,166,0,166,164,0,164,160,0,160,0,0,0
"WASHINGTON, UNIVERSITY OF",47,2013,"2,621",0,"2,621",686,0,686,143,0,143,3.8,0,3.8,3.64,0,3.64,3.46,0,3.46,,,,165,0,165,164,0,164,161,0,161,,,
"WASHINGTON, UNIVERSITY OF",47,2012,"2,927",0,"2,927",638,0,638,176,0,176,3.82,0,3.82,3.68,0,3.68,3.5,0,3.5,,,,166,0,166,164,0,164,162,0,162,,,
"WASHINGTON, UNIVERSITY OF",47,2011,"2,656",0,"2,656",586,0,586,182,0,182,3.82,0,3.82,3.67,0,3.67,3.44,0,3.44,,,,166,0,166,164,0,164,161,0,161,,,
WILLIAM AND MARY LAW SCHOOL,48,2016,"4,227",0,"4,227","1,717",0,"1,717",236,0,236,3.88,0,3.88,3.75,0,3.75,3.49,0,3.49,5,0,5,164,0,164,162,0,162,157,0,157,1,0,1
WILLIAM AND MARY LAW SCHOOL,48,2015,"4,567",0,"4,567","1,653",0,"1,653",199,0,199,3.86,0,3.86,3.69,0,3.69,3.4,0,3.4,4,0,4,164,0,164,163,0,163,158,0,158,0,0,0
WILLIAM AND MARY LAW SCHOOL,48,2014,"4,407",0,"4,407","1,422",0,"1,422",213,0,213,3.89,0,3.89,3.79,0,3.79,3.53,0,3.53,2,0,2,165,0,165,163,0,163,157,0,157,0,0,0
WILLIAM AND MARY LAW SCHOOL,48,2013,"5,849",0,"5,849","1,727",0,"1,727",226,0,226,3.88,0,3.88,3.73,0,3.73,3.46,0,3.46,,,,165,0,165,164,0,164,161,0,161,,,
WILLIAM AND MARY LAW SCHOOL,48,2012,"5,564",0,"5,564","1,770",0,"1,770",196,0,196,3.84,0,3.84,3.74,0,3.74,3.45,0,3.45,,,,166,0,166,164,0,164,161,0,161,,,
WILLIAM AND MARY LAW SCHOOL,48,2011,"5,937",0,"5,937","1,306",0,"1,306",217,0,217,3.82,0,3.82,3.73,0,3.73,3.46,0,3.46,,,,167,0,167,165,0,165,161,0,161,,,
"WISCONSIN, UNIVERSITY OF",49,2016,"1,406",0,"1,406",642,0,642,145,4,149,3.72,0,3.72,3.58,0,3.58,3.3,0,3.3,-3,1,1,163,0,163,161,0,161,156,0,156,-4,0,0
"WISCONSIN, UNIVERSITY OF",49,2015,"1,406",0,"1,406",631,0,631,186,0,186,3.76,0,3.76,3.54,0,3.54,3.27,0,3.27,2,0,2,162,0,162,161,0,161,155,0,155,0,0,0
"WISCONSIN, UNIVERSITY OF",49,2014,"1,371",0,"1,371",684,0,684,157,1,158,3.76,0,3.76,3.62,0,3.62,3.3,0,3.3,3,1,4,163,0,163,161,0,161,157,0,157,-1,1,0
"WISCONSIN, UNIVERSITY OF",49,2013,"1,483",0,"1,483",655,0,655,186,0,186,3.7,0,3.7,3.58,0,3.58,3.21,0,3.21,,,,163,0,163,161,0,161,156,0,156,,,
"WISCONSIN, UNIVERSITY OF",49,2012,"2,130",0,"2,130",797,0,797,215,0,215,3.72,0,3.72,3.61,0,3.61,3.33,0,3.33,,,,164,0,164,162,0,162,157,0,157,,,
"WISCONSIN, UNIVERSITY OF",49,2011,"2,864",0,"2,864",755,0,755,242,0,242,3.78,3.78,3.78,3.67,3.67,3.67,3.34,3.34,3.34,,,,165,165,165,163,163,163,158,158,158,,,
YALE UNIVERSITY,50,2016,"2,735",0,"2,735",259,0,259,210,0,210,3.97,0,3.97,3.89,0,3.89,3.79,0,3.79,2,0,2,175,0,175,173,0,173,170,0,170,0,0,0
YALE UNIVERSITY,50,2015,"2,767",0,"2,767",269,0,269,200,0,200,3.98,0,3.98,3.93,0,3.93,3.86,0,3.86,2,0,2,176,0,176,173,0,173,171,0,171,0,0,0
YALE UNIVERSITY,50,2014,"2,859",0,"2,859",255,0,255,200,0,200,3.97,0,3.97,3.91,0,3.91,3.82,0,3.82,2,0,2,176,0,176,173,0,173,170,0,170,0,0,0
YALE UNIVERSITY,50,2013,"2,637",0,"2,637",247,0,247,199,0,199,3.97,0,3.97,3.9,0,3.9,3.82,0,3.82,,,,176,0,176,173,0,173,170,0,170,,,
YALE UNIVERSITY,50,2012,"2,943",0,"2,943",245,0,245,203,0,203,3.98,0,3.98,3.9,0,3.9,3.84,0,3.84,,,,176,0,176,173,0,173,170,0,170,,,
YALE UNIVERSITY,50,2011,"3,173",0,"3,173",252,0,252,205,0,205,3.96,0,3.96,3.9,0,3.9,3.83,0,3.83,,,,177,0,177,173,0,173,170,0,170,,,